uid,title,company,domain,p_rnd,topic_id,topic_prob
in-7a9ed7399a4a94fd|laboratory research technician,Laboratory Research Technician,University of Pittsburgh,bio,0.9802483717600501,22,1.0
in-3052fd85b7f714a4|associate scientist,Associate Scientist,Inotiv,bio,0.965369880199432,43,0.14099225992096454
"in-77355a7c4b9caf99|principal scientist, adc chemistry (2)","Principal Scientist, ADC Chemistry (2)",Johnson & Johnson,bio,0.98017394542694,6,1.0
in-76ad52027483b743|associate research scientist (prep0003769),Associate Research Scientist (PREP0003769),Johns Hopkins University,bio,0.986714323361714,4,0.5683178466983605
in-d799d0dd0f827367|scientist 1,Scientist 1,Pace Analytical Services LLC,bio,0.8071863253911331,-1,0.001668820278709492
in-a54420fa9a0c1f8a|laboratory analyst (polarized light microscopist: asbestos),Laboratory Analyst (Polarized Light Microscopist: Asbestos),CRITERION LABORATORIES,bio,0.652674933274587,-1,0.07720434593361904
in-e8568a58ec1c9e46|manufacturing associate,Manufacturing Associate,Piper Companies,bio,0.862469752629598,14,1.0
in-2561479cf81b583c|associate scientist - center for prostate disease research,Associate Scientist - Center For Prostate Disease Research,The Henry M. Jackson Foundation for the Advancement of Military Medicine,bio,0.9716579914093011,37,1.0
in-044238200a491b59|post doctoral associate (rongo),Post Doctoral Associate (Rongo),Rutgers University,bio,0.9769989252090451,13,0.5371996336804316
"in-914ecba65f302263|sr. associate scientist, upstream process","Sr. Associate Scientist, Upstream Process",Legend Biotech,bio,0.9016803503036491,17,0.12941078391404118
in-7b8bc3974cf7e1f2|purification scientist - chromatography,Purification Scientist - Chromatography,Ecolab,bio,0.9125177661577861,-1,0.06846652008514674
"in-55fcb4d8cfa30363|associate director, msat, downstream drug substance","Associate Director, MSAT, Downstream Drug Substance",Otsuka,bio,0.7021330992380771,14,0.12835224328350286
li-4198223631|laboratory technologist,Laboratory Technologist,Eurofins Clinical Trial Solutions,bio,0.980246941248575,1,0.8642770811760577
li-4218592138|part-time maize genetics lab and greenhouse research assistant- chopra,Part-Time Maize Genetics Lab and Greenhouse Research Assistant- Chopra,Penn State University,bio,0.677116145690282,21,0.07466735310048588
in-96650127f18e4332|cryo-electron microscopy specialist,Cryo-Electron Microscopy Specialist,Axle,bio,0.859673043092091,48,1.0
li-4308937325|senior business analyst,Senior Business Analyst,Bristol Myers Squibb,bio,0.8462375601132711,10,1.0
in-38814f7f80bec26d|postdoctoral fellow in dna repair and genetic disease,Postdoctoral Fellow in DNA repair and genetic disease,National Institutes of Health,bio,0.994772712389628,-1,0.01698278181300252
in-ff12c5025023edfe|senior bacteriology technician,Senior Bacteriology Technician,"Goldbelt, Inc.",bio,0.8651889165242511,15,0.771295147518194
in-a919f4f0378fa655|lab technician,Lab Technician,Advantia health,bio,0.9866145253181451,0,1.0
"li-4288813095|sr. research scientist, applied technology","Sr. Research Scientist, Applied Technology",Incyte,bio,0.7501832445462541,-1,0.09300099424330892
in-588974c8151375d8|medical laboratory scientist i - toxicology,Medical Laboratory Scientist I - Toxicology,Quest Diagnostics,bio,0.9884598255157471,12,0.19276115114400702
in-660e7b25506acd46|noyes lab data scientist i,Noyes Lab Data Scientist I,University of Pittsburgh,bio,0.9902999798456821,16,0.06346701530387883
in-194c6b0e881842f8|senior research assistant,Senior Research Assistant,Meso Scale Diagnostics,bio,0.9553650418917331,52,0.3806780376273141
in-8c617bb191a98faf|biochemist specialist - geir (global entrepreneur in residence),Biochemist Specialist - GEIR (Global Entrepreneur In Residence),New Jersey Institute of Technology,bio,0.5719372928142541,13,0.053701007635386475
in-0a0b6c43450473f3|senior bacteriology lab technician,Senior Bacteriology Lab Technician,Parsons,bio,0.9796750744183851,15,0.0033978248312246874
in-1f8d167b8d87f6e4|histotechnician/histotechnologist,Histotechnician/Histotechnologist,UPMC,bio,0.8337108492851251,32,1.0
in-fa982957e99d14ce|scientist / senior scientist - translational,Scientist / Senior Scientist - Translational,GSK,bio,0.9566792249679561,5,1.0
in-1ab6532b53dd8d35|hr generalist,HR Generalist,GenScript ProBio,bio,0.8546127676963801,7,0.49043368890636063
li-4289625912|senior laboratory scientist,Senior Laboratory Scientist,Psomagen,bio,0.9980907042821241,56,1.0
li-4248192211|research scientist - neurology,RESEARCH SCIENTIST - NEUROLOGY,Cooper University Health Care,bio,0.9791682759920751,-1,0.0005898573056258163
"li-4299874436|postdoctoral associate, multiple vacancies","Postdoctoral Associate, Multiple Vacancies",Rutgers University,bio,0.984884738922119,8,0.12195413278856933
in-492717095ca0ede1|lab tech i/phlebotomy,Lab Tech I/Phlebotomy,Johns Hopkins Health System,bio,0.800852954387664,33,0.5863542745101411
li-4287217428|msp forensic scientist supervisor,MSP FORENSIC SCIENTIST SUPERVISOR,State of Maryland,bio,0.783132334550221,31,0.2859793654701001
in-f880d3da129b8fd4|ai/ml scientist/developer,AI/ML Scientist/Developer,Axle,bio,0.8748060067494711,48,1.0
li-4301727419|2026 future talent program – bioprocess technology solutions (bts) intern,2026 Future Talent Program – Bioprocess Technology Solutions (BTS) Intern,Merck,bio,0.796566704909006,57,1.0
"in-ee3a3b04a2f304cb|senior manager, analytical ai innovation and excellence","Senior Manager, Analytical AI Innovation and Excellence",Bristol Myers Squibb,bio,0.670249720414479,10,0.7272514072345927
in-9f8788280f4843d4|scientific project manager,Scientific Project Manager,Discovery Life Sciences,bio,0.9120631814002991,-1,0.11981085667458777
in-3e73a67bd6d1e521|scientist 1 - microbiologist,Scientist 1 - Microbiologist,Pace Analytical Services LLC,bio,0.8553530375162761,-1,0.0016663070448010408
"in-c0ab8d652e561015|vector labs intern, cell therapy technical operations","Vector Labs Intern, Cell Therapy Technical Operations",Bristol Myers Squibb,bio,0.8704160650571181,54,0.8277303126530883
li-4224367687|research specialist a/b (department of pathology and laboratory medicine),Research Specialist A/B (Department of Pathology and Laboratory Medicine),University of Pennsylvania,bio,0.9572439988454181,11,0.6919727092512187
in-2dcf2a27621d0eb1|postdoctoral fellow (prep0003565),Postdoctoral Fellow (PREP0003565),Johns Hopkins University,bio,0.9011308352152501,4,0.7712934033216066
in-5841d473264e8de8|part-time research lab assistant-anderson lab,Part-Time Research Lab Assistant-Anderson Lab,Penn State University,bio,0.907821496327718,21,1.0
li-4302061602|compliance specialist,Compliance Specialist,Merck,bio,0.957434137662251,-1,0.1330060406138676
in-d93e93e2f775d229|medical laboratory scientist i- microbiology,Medical Laboratory Scientist I- Microbiology,Quest Diagnostics,bio,0.9903200864791871,12,0.1309625222546587
in-2a4a67bb9c430733|data scientist co-op,Data Scientist Co-Op,Bristol Myers Squibb,bio,0.77897901336352,10,1.0
li-4266890816|scientist: microbiology,Scientist: Microbiology,Thermo Fisher Scientific,bio,0.976028283437093,34,1.0
li-4273778033|research scientist bfy product development,Research Scientist BFY Product Development,The Hershey Company,bio,0.925411860148111,49,1.0
in-b7cb570f4f814ec2|post-doctoral fellows – nefedova lab (immuno-oncology),Post-Doctoral Fellows – Nefedova Lab (Immuno-Oncology),The Wistar Institute,bio,0.957769831021626,55,1.0
in-f58e0df14c4b0fc9|laboratory technologist,LABORATORY TECHNOLOGIST,Independence Health,bio,0.9304743607838941,0,0.8793980112157065
in-15a88d5f67c656f0|cell culture development senior/research associate,Cell Culture Development Senior/Research Associate,Genentech,bio,0.9964296817779541,19,0.1038393279975377
in-92f1ecd2e41238ca|postdoctoral research associate,Postdoctoral Research Associate,Princeton University,bio,0.916390637556711,28,0.03160308056032421
li-3663544589|scientist - flow cytometry,Scientist - Flow Cytometry,"Frontage Laboratories, Inc",bio,0.9907445907592771,19,1.0
in-e48006c56179d6cb|senior scientist,Senior Scientist,Kenvue,bio,0.9791037638982131,-1,0.024562256465610003
"in-8f22cbbf63dd7f66|scientist, qc microbiology","Scientist, QC Microbiology",Catalent Pharma Solutions,bio,0.8551327784856161,29,0.6775713205778708
"in-d71ee234347509b2|scientist, qc microbiology","Scientist, QC Microbiology",Catalent Pharma Solutions,bio,0.8316126465797421,29,0.49949886047777786
"in-8c3e849bdf3bba6b|data scientist, ai & pathology","Data Scientist, AI & Pathology",Proscia,bio,0.693896889686584,-1,0.07418664061197884
"li-4279034796|manager, lab operations - mpx (cumberland, md)","Manager, Lab Operations - MPX (Cumberland, MD)",iAnthus,bio,0.6258512338002521,-1,0.027268498791065358
"in-7ad288a4b721266d|experienced scientist, viral vector downstream process","Experienced Scientist, Viral Vector Downstream Process",Johnson & Johnson,bio,0.970737934112548,6,1.0
in-a9f857c4132bc9ef|developmental research coordinator,Developmental Research Coordinator,University of Pittsburgh,bio,0.720350156227747,-1,0.004173974272135364
in-206e6bc08acdb315|senior research investigator,Senior Research Investigator,University of Pennsylvania,bio,0.787560592095057,11,0.5395554922182313
in-bfcdfc6bb9721b12|post doctoral associate,Post Doctoral Associate,University of Pittsburgh,bio,0.8452522158622741,16,0.21384091943621145
li-4264921189|senior distinguished scientist,Senior Distinguished Scientist,Johnson & Johnson Innovative Medicine,bio,0.838862160841623,6,0.6166073006546294
in-da83f5f3b5ce8888|medical laboratory scientist i,Medical Laboratory Scientist I,Quest Diagnostics,bio,0.9815583427747091,12,0.21793056315165835
li-4270557077|assistant research scientist (prep0003675),Assistant Research Scientist (PREP0003675),The Johns Hopkins University,bio,0.898684481779734,4,0.422524156192569
in-41910c3983b823f6|research associate - college of engineering - department of mechanical engineering,Research Associate - College of Engineering - Department of Mechanical Engineering,Carnegie Mellon University,bio,0.944910844167073,46,1.0
"in-80c1c4e13274810f|director, cell and vector process development new","Director, Cell and Vector Process Development New",Legend Biotech,bio,0.875407457351684,17,0.17412014813540053
li-4275439198|research technologist (bacteriology services technologist),Research Technologist (Bacteriology Services Technologist),Penn State University,bio,0.95014202594757,18,0.5171385805907176
in-5a1e2210a2fc3739|research technologist,Research Technologist,Johns Hopkins University,bio,0.9757109284400941,2,0.05687620452012075
in-9f1a0b94b3148c86|scientist/chemist with high throughput experimentation (hte),Scientist/Chemist with High Throughput Experimentation (HTE),Axle,bio,0.9568801720937091,48,0.6921999335207858
li-4300962555|research scientist - protein science and technology,Research Scientist - Protein Science and Technology,ICON Strategic Solutions,bio,0.9590610464413961,23,0.22691805947470148
in-92ac59637cf81a91|scientist,Scientist,"GAP Solutions, Inc.",bio,0.9941269755363461,-1,0.09823944102347275
in-d4d30f31c38e4898|postdoctoral fellow,Postdoctoral Fellow,Rutgers University,bio,0.878487924734751,8,0.12709730314835352
li-4281401627|post-doctoral associate,Post-Doctoral Associate,Rutgers University,bio,0.9428599476814271,13,0.2763340007244623
li-4281852271|assistant scientist- plants & invertebrates,Assistant Scientist- Plants & Invertebrates,Eurofins Agroscience Services,bio,0.924592097600301,1,0.0608195216151614
li-4278994862|laboratory relations specialist,Laboratory Relations Specialist,Eurofins Environment Testing (USA),bio,0.820527553558349,1,0.5581845694656329
"in-5d5705f871a9b3f5|associate principal scientist, data science - princeton, nj","Associate Principal Scientist, Data Science - Princeton, NJ",dsm-firmenich,bio,0.7013017932573951,-1,0.05331279035284077
in-88312f9e957dae46|senior scientist/associate director - clinical pharmacology & quantitative science,Senior Scientist/Associate Director - Clinical Pharmacology & Quantitative Science,Genmab,bio,0.8706015149752291,-1,0.10015435345548086
in-9a47fe9793145d4b|laboratory aide,Laboratory Aide,Johns Hopkins University,bio,0.9532639384269711,2,1.0
in-7a69b1b222f9fb45|r&d scientist,R&D Scientist,Sepax Technologies,bio,0.9572255214055381,-1,0.09484850149524425
in-695b25d3067cc265|medical laboratory scientist/micro - every other weekend night shift,Medical Laboratory Scientist/Micro - Every other weekend night shift,MedStar Health,bio,0.9793997208277381,0,0.39060889790195985
in-1751aa75286aa66f|post doctoral associate,Post Doctoral Associate,University of Pittsburgh,bio,0.9180589119593301,16,0.22581775549037406
in-2506d9293fe0f2dd|research technician ii,Research Technician II,University of Pittsburgh,bio,0.9430915713310241,22,1.0
in-a2a7ce04d8ef8284|student assistant (research) (part-time),Student Assistant (Research) (Part-Time),Rutgers University,bio,0.7359342177708941,8,0.5417565637637711
"li-4293291429|drug product development scientist (malvern/spring house, pa)","Drug Product Development Scientist (Malvern/Spring House, PA)",Katalyst CRO,bio,0.9912384748458861,43,1.0
in-615573f48da00279|cyber infrastructure engineer - mellon college of science - pittsburgh supercomputing center,Cyber Infrastructure Engineer - Mellon College of Science - Pittsburgh Supercomputing Center,Carnegie Mellon University,bio,0.5444444070259731,46,1.0
li-4258754341|sleep lab technologist,Sleep Lab Technologist,Reading Hospital,bio,0.531805445750554,0,0.25646816732198224
li-4291982316|travel allied health professional cath lab technologist,Travel Allied Health Professional Cath Lab Technologist,KPG Allied Professional Staffing,bio,0.887369354565938,44,1.0
"go-JQI68q8EzLpF30bSAAAAAA==|principal scientist, biology","Principal Scientist, Biology",Novartis,bio,0.967919111251831,5,0.02516906656410046
li-4271392180|travel allied health professional cath lab technologist,Travel Allied Health Professional Cath Lab Technologist,Vibra Travels,bio,0.8193455139795931,30,0.16788857193626544
li-4115488748|therapeutics research scientist,Therapeutics Research Scientist,Alaka`ina Foundation Family of Companies,bio,0.962966342767079,39,0.5807206672252769
"in-e1e7abcbdb5ccf0d|principal scientist, discovery dmpk bioanalytical","Principal Scientist, Discovery DMPK Bioanalytical",GSK,bio,0.9231480558713271,19,0.4933263420942023
in-1e1ddf58db1c2448|lentivirus manufacturing operator,Lentivirus Manufacturing Operator,Johnson & Johnson,bio,0.5386351644992821,6,0.12281355727429412
in-c2a8f5cb5e133517|research specialist,Research Specialist,Johns Hopkins University,bio,0.9804112911224361,2,0.0244518753000567
li-3992715526|analytical chemist i,Analytical Chemist I,MillenniumSoft Inc,bio,0.996142625808715,38,0.24531340862517295
"in-6aa000097148a5be|histotechnician, upmc williamsport","Histotechnician, UPMC Williamsport",UPMC,bio,0.734913617372512,32,1.0
in-e2da317d5ef85a14|histotechnologist ii,Histotechnologist II,Trinity Health Mid-Atlantic,bio,0.7517974476019541,32,0.40041674054069415
